,end,start,datasets-created,filters-created,datasets-deleted,rows-accessed-widget,rows-accessed-print,charts-created,rows-loaded-rss,rows-accessed-website,rows-created,maps-deleted,bytes-out,rows-loaded-download,rows-accessed-download,maps-created,rows-deleted,rows-loaded-print,disk-usage,view-loaded,rows-accessed-rss,charts-deleted,filters-deleted,page-views,users-created,bytes-in,rows-loaded-widget,rows-accessed-api,rows-loaded-api,rows-loaded-website
278,1381190399999,1381104000000,388,266,388,792,11,75,550,3149,4316841,698,5876593204,3763333,675,698,2570633,38621,-1,898,11,75,266,33268,18,18678684,6359,247,208441,57076
279,1381276799999,1381190400000,373,241,372,495,14,75,929,6001,4412976,697,5982012371,3235103,685,697,2615779,17852,-1,959,19,75,241,31126,30,31586815,10443,264,225754,86367
280,1381363199999,1381276800000,397,339,389,660,22,75,935,4873,4555588,708,5908951772,2828107,694,710,2680241,57859,-1,1089,20,75,339,32017,17,22473277,6150,212,223461,81769
281,1381449599999,1381363200000,366,309,363,649,9,7,1131,5835,4677986,692,5064850893,1882510,724,692,2133072,22796,-1,798,24,7,309,30559,26,26244581,12994,233,208610,64078
282,1381535999999,1381449600000,157,341,152,1000,15,70,8558,4883,2818985,254,2931248213,2465530,660,255,1096352,53209,-1,681,233,70,341,23705,39,22772789,8724,264,197566,67346
283,1381622399999,1381536000000,300,316,303,827,13,70,789,2998,3419841,538,2587571435,2679581,706,538,1781163,23387,7761017584,488,17,70,316,28861,18,14272078,7255,234,204428,53811
284,1381708799999,1381622400000,326,56,326,482,12,70,829,1974,3763105,663,3686476673,3647312,537,664,1880331,36209,7760861936,438,17,70,56,21421,10,9849711,5088,253,195782,33095
285,1381795199999,1381708800000,331,63,332,597,10,70,2029,2483,3520912,664,3300520642,1394204,384,664,1759113,24295,7760403184,787,41,70,62,23487,20,17445550,7238,152,135815,50056
286,1381881599999,1381795200000,328,68,328,1002,15,71,1329,4762,3480431,665,4068610453,4620106,455,665,1736668,53880,7760468720,991,27,70,68,18975,11,28226799,14863,296,227955,78235
287,1381967999999,1381881600000,352,155,348,1348,20,70,500,3795,3436870,654,2482705263,2079036,390,655,1326556,59225,7761804016,748,10,70,155,17197,11,31141889,18808,289,203583,58910
288,1382054399999,1381968000000,350,322,353,1592,22,71,1079,4050,3443376,682,2854608307,2694459,395,682,1908500,55258,7761754864,984,22,71,322,17561,21,26230790,16254,506,298620,57679
289,1382140799999,1382054400000,352,320,352,817,9,72,3356,4905,4201156,688,3566981841,3095799,513,689,2020439,23709,7787453168,1051,98,71,320,37662,17,28882443,13323,318,215994,83463
290,1382227199999,1382140800000,348,287,348,392,9,72,5640,2180,3973291,686,3636228049,3000086,413,686,1963609,27147,7787166448,811,133,72,287,54925,22,12098317,5951,294,182937,48183
291,1382313599999,1382227200000,335,276,335,760,19,72,4842,1640,3670279,663,3508535717,1233615,360,665,1814288,52992,7783447280,430,108,72,276,17615,10,11101289,5681,193,170716,36940
292,1382399999999,1382313600000,346,256,346,771,12,73,4909,3254,3587057,684,2680651608,1829365,429,684,1771301,32762,7783545584,799,103,72,255,12289,11,21760247,6941,107,60677,75256
293,1382486399999,1382400000000,355,277,354,1166,14,75,7169,6991,3580182,675,2403279268,2624631,433,675,1767927,31885,7781849840,1100,166,73,277,12336,6,35876761,15951,206,130517,92652
294,1382572799999,1382486400000,412,348,409,758,26,77,22916,2959,3653736,687,3645095804,2892768,514,687,1802835,54965,7783357168,807,619,76,347,13949,9,16745388,9860,292,211809,59022
295,1382659199999,1382572800000,414,351,411,878,20,75,22164,3304,3987945,687,3857768732,1910486,452,689,1945299,39037,7784315632,915,542,75,349,12621,3,20036161,11218,334,247026,65708
296,1382745599999,1382659200000,412,374,412,494,35,75,19093,3457,3960362,689,4662858810,2316627,470,690,1986549,54931,7787535088,695,507,75,371,9318,9,18681201,10606,304,184093,60002
297,1382831999999,1382745600000,412,381,412,682,33,75,15939,2057,3860909,690,2521612357,1987153,421,690,1934630,39891,7792179952,374,375,75,381,8625,3,16037456,9193,69,19374,35784
298,1382918399999,1382832000000,384,283,384,488,30,75,16456,1786,3705830,683,2515974458,1826884,488,683,1857941,36027,7792016112,504,386,75,283,8515,7,10693274,5074,306,175437,29244
299,1383004799999,1382918400000,417,359,409,879,36,75,15273,5177,3634057,688,4793765428,5060391,711,689,1815175,61043,7791344368,972,358,75,357,7334,14,31144278,10392,227,66048,74305
300,1383091199999,1383004800000,409,369,409,908,51,75,15763,5493,3715527,690,4841465401,8072715,1613,690,1859504,75402,7791573744,1390,375,75,369,13912,9,27993304,12839,368,188274,93880
301,1383177599999,1383091200000,414,344,412,1109,37,75,13894,5589,3848767,692,3355678297,3250266,859,695,1925394,63045,7793015536,1096,324,75,342,11825,8,32572206,16566,244,180269,82060
302,1383263999999,1383177600000,409,318,408,1300,42,75,14051,4139,4054910,684,3106085585,3168503,825,684,2021423,82795,7793982192,882,334,75,318,8859,7,20916711,18449,237,196526,60376
303,1383350399999,1383264000000,407,287,405,427,38,75,16022,3347,4132680,682,2773970516,4922734,804,693,2066156,70554,7800666864,640,394,75,285,10703,7,17078601,4768,264,187120,47463
304,1383436799999,1383350400000,398,326,397,1132,44,75,12744,3079,3969130,671,3405961926,2586925,755,673,1982234,36977,7801248496,490,313,75,326,5691,8,20136638,9407,196,171633,46220
305,1383523199999,1383436800000,387,346,386,1274,45,75,16634,4905,3622759,652,3133167832,2212219,830,653,1808672,46156,7801051888,444,435,75,346,8523,10,20322242,9441,237,179736,41379
306,1383609599999,1383523200000,420,339,417,2720,31,75,16121,4116,3698446,699,3868886566,3373834,857,699,1843769,64472,7800609520,1272,399,75,338,9750,5,31636563,18862,251,173582,67918
307,1383695999999,1383609600000,417,373,415,4132,41,75,12384,5991,3789150,693,2498124707,3487717,823,693,1888570,43337,7801068272,1684,319,75,373,8732,7,41622602,27472,241,174730,81326
308,1383782399999,1383696000000,399,336,397,2986,23,78,12734,4443,3874461,691,4292235172,5077785,787,691,1934224,62523,7802682096,1509,325,75,335,8168,8,29610933,24981,266,189947,67827
309,1383868799999,1383782400000,414,374,413,1240,22,78,13899,5542,4037895,693,3200705762,3285992,803,693,2011486,54050,7803452144,790,355,78,374,7795,4,28215541,14800,850,590219,89316
310,1383955199999,1383868800000,417,386,415,786,39,79,13655,3542,4157435,694,4384307151,5863456,715,696,2073860,85281,7805606640,968,344,78,385,9952,11,24203181,13317,860,611229,73146
311,1384041599999,1383955200000,413,385,413,325,13,78,12846,2037,4054307,690,2632397712,1597499,478,690,2023198,18059,7807195888,441,340,78,385,7127,-1,14989147,9122,497,420664,50409
312,1384127999999,1384041600000,170,373,169,336,21,78,12971,2599,2504125,205,3878961767,1757131,475,205,1243573,46682,7807417072,424,352,78,373,5871,6,12596200,4351,417,287007,41694
313,1384214399999,1384128000000,88,246,88,1177,17,78,17934,2736,2220133,108,4124357818,3981817,548,108,1103752,15678,7807720176,711,506,78,246,8071,1,20550189,5364,153,103530,47930
314,1384300799999,1384214400000,118,376,117,921,22,78,12389,5154,2235623,118,2796487355,4404588,683,119,1112908,40402,7807834864,846,344,78,376,9438,1,35181344,14199,344,224195,75149
315,1384387199999,1384300800000,292,298,287,410,13,2,12100,3950,2321913,578,3144759454,2683702,682,578,869666,10749,7807933168,693,329,2,298,8212,11,19579044,9461,339,228195,65807
316,1384473599999,1384387200000,347,321,351,608,17,78,13208,6265,3656590,694,4555297521,5137954,720,695,1982838,29268,7808482032,932,362,78,321,11169,9,34914479,10694,309,1116549,127115
317,1384559999999,1384473600000,355,314,350,364,22,78,10948,2648,4209895,694,4387163083,3428603,653,694,2100301,27342,7809391344,537,305,78,312,11262,9,15571505,5518,311,4987324,37463
318,1384646399999,1384560000000,351,321,351,249,11,78,12299,2592,4208538,695,2844048885,2088131,652,695,2104021,19445,7809932016,245,341,78,321,8667,7,11541734,4312,212,214487,39494
319,1384732799999,1384646400000,346,322,345,494,14,78,13734,2572,3953397,683,3047119690,3991628,686,683,1977630,40061,7809465072,297,387,78,321,10336,9,10228833,3505,188,175737,27506
320,1384819199999,1384732800000,355,325,352,347,16,79,13046,4247,3798541,697,3019165141,3113603,677,696,1871581,40995,7809415920,650,369,78,321,10248,1,24100058,6526,263,185234,75083
321,1384905599999,1384819200000,353,322,351,365,15,79,13532,3976,3703612,695,3429243524,3520068,665,695,1850981,33405,7810267888,855,382,79,324,11232,6,21201965,7363,247,208417,57319
322,1384991999999,1384905600000,369,364,367,1146,13,87,12880,4266,4874040,693,2430294849,3387362,737,694,1832241,40128,7810521840,1040,370,79,343,12242,7,35195803,23536,523,179101,146075
323,1385078399999,1384992000000,414,460,415,561,33,89,13273,6383,4457903,730,4598217488,3058332,833,729,2802226,81174,8008833776,1253,377,87,443,11026,7,37765274,10650,758,176974,114082
324,1385164799999,1385078400000,404,356,398,1733,20,9,14265,6325,4349507,677,6767126003,6449510,956,677,1284183,36903,8009333488,2319,423,4,346,10563,11,40438180,22047,486,175441,105779
325,1385251199999,1385164800000,408,429,413,304,12,88,20126,3001,3608060,693,5749346873,4053614,817,693,2028419,10485,8013994736,933,565,88,429,7169,5,14554912,6120,401,176319,57552
326,1385337599999,1385251200000,414,429,414,222,13,88,18459,6319,3948584,695,2478814971,2091098,700,695,1975197,44876,8013290224,306,513,88,429,7841,6,17202532,5183,183,26760,41308
327,1385423999999,1385337600000,417,432,414,719,21,92,28210,3557,3714590,695,3551118592,3876440,706,695,1854402,49699,8014297840,1003,784,88,429,9530,9,22971614,8649,275,134921,66357
328,1385510399999,1385424000000,413,432,411,478,6,90,21758,5305,3757316,691,6065662650,2630814,734,691,1874066,15431,8014904048,904,617,90,430,9153,14,27639706,6721,453,353686,85330
329,1385596799999,1385510400000,415,431,412,855,17,90,19786,4242,3855079,691,3854248083,2955054,693,691,1920048,28306,8025299696,1179,576,90,430,7260,9,35218220,17280,515,408108,116107
330,1385683199999,1385596800000,397,243,397,1087,14,90,20924,1303,3893130,678,3230399572,2818281,637,678,1943931,32307,8030329584,310,607,90,243,3558,2,9032859,4305,469,392875,25071
331,1385769599999,1385683200000,400,386,400,288,16,90,21257,603,3785146,692,2581489743,2340279,620,692,1892588,21391,8036563696,200,606,90,386,8612,5,4100343,2397,237,199423,11513
332,1385855999999,1385769600000,326,102,326,247,13,90,24900,3214,3548343,671,2976126794,3101040,665,671,1775142,17407,8041896688,298,698,90,102,5820,9,15230591,4058,316,266071,37039
333,1385942399999,1385856000000,367,233,367,881,18,90,23491,1120,3268660,680,2422357589,1410141,617,680,1637872,24713,8036662000,224,672,90,233,5286,2,8652515,11833,340,301002,17340
334,1386028799999,1385942400000,414,430,414,369,12,90,23410,3738,3184506,695,3364198993,3885879,717,695,1590020,27939,8039488240,684,678,90,430,9100,5,22886789,7789,223,197347,68490
335,1386115199999,1386028800000,365,486,364,600,18,90,25108,6474,4584322,614,5563642230,5350396,757,635,2125718,42340,8058567408,1118,712,90,409,11345,5,35689689,12674,427,386673,129259
336,1386201599999,1386115200000,62,367,62,679,18,94,23765,3018,2212301,119,18411672399,24681873,854,119,1112936,37374,8060435184,917,708,91,366,8498,3,18381958,7708,860,23030572,66892
337,1386287999999,1386201600000,119,425,119,541,45,97,23100,4846,2113382,119,3932986084,4371126,870,119,1061161,81427,8065473264,985,676,94,425,8767,1,26767610,10467,240,178520,73820
338,1386374399999,1386288000000,155,433,155,488,36,95,20746,5581,2340834,200,3463560076,4015301,1128,201,1171130,70777,8069413616,696,589,95,431,9959,2,30643623,10035,481,298099,65441
339,1386460799999,1386374400000,408,418,408,284,35,95,24083,2163,3645369,690,2395085735,4157625,992,690,1827908,69189,8071396080,322,707,95,418,6667,1,9935074,5479,290,222981,32636
340,1386547199999,1386460800000,409,421,408,363,44,90,23628,2688,3379477,695,4755400735,5472005,888,695,1622237,76157,8071527152,435,692,90,421,6845,3,12590291,3278,281,195426,39722
341,1386633599999,1386547200000,416,565,414,660,54,95,31432,4790,4287050,695,4981395383,5725383,868,731,2186802,100350,8074509040,798,907,95,429,5871,2,26193667,12476,2036,1849735,65398
342,1386719999999,1386633600000,349,381,348,1829,42,98,18952,5064,3337106,693,5491885595,6489258,951,702,1670873,91147,8076081904,896,578,98,347,6698,4,30279167,12476,2096,2027882,79733
343,1386806399999,1386720000000,386,399,387,689,57,96,22390,4303,4014124,694,3776388188,4409025,905,694,2298456,117141,8078899952,771,675,95,397,5271,1,21663945,10273,384,270226,63865
344,1386892799999,1386806400000,414,439,416,1006,25,98,23203,4426,3521127,696,4092483669,5228760,820,697,1757700,49678,8080456432,882,765,95,436,5717,5,34404617,14269,250,230569,58284
345,1386979199999,1386892800000,446,472,446,1233,27,96,21172,2904,3679461,697,3764540812,4583615,755,699,1836357,56408,8083503856,1186,688,95,468,9713,4,26301804,11535,242,228532,47879
346,1387065599999,1386979200000,447,470,447,213,36,95,24251,1925,3633107,697,2023252257,2714518,696,697,1817628,60332,8084880112,436,790,95,470,6478,-1,9866799,6077,313,237060,30637
347,1387151999999,1387065600000,422,407,422,361,23,95,22014,1702,3250586,690,2992924895,2610672,693,690,1624996,39873,8085084912,270,713,95,407,4045,-1,8082230,6044,278,245223,21795
348,1387238399999,1387152000000,355,150,343,1297,30,109,21967,3373,3338925,675,4052189967,2302299,717,675,1667719,40223,8161094040,1147,716,109,147,4661,2,24977459,9890,501,154940,58033
349,1387324799999,1387238400000,454,493,446,2096,34,112,20524,3413,3345414,693,2288047484,3888892,715,697,1671604,84036,8168008088,1736,696,107,480,4800,2,37719663,28832,264,221248,49210
350,1387411199999,1387324800000,450,497,447,1082,16,124,22619,5243,3408649,697,2573322851,2262277,660,701,1700671,23564,8169187736,1082,750,106,480,4045,1,34811788,18461,524,66616,68035
351,1387497599999,1387411200000,447,480,445,899,26,111,16162,3372,3617858,694,4428054906,4089418,651,695,1778908,32242,8170670488,832,539,110,479,3963,3,24616142,22402,657,296075,52547
352,1387583999999,1387497600000,442,477,441,252,14,110,8596,3797,3369090,689,3376973572,2881368,601,689,1681199,44617,8171809176,522,291,110,477,4967,1,18431476,9317,569,278207,51155
353,1387670399999,1387584000000,448,478,448,73,14,110,11437,824,3549104,697,2905628339,2230800,571,697,1778920,34429,8173087128,181,390,110,478,2187,1,5789725,1910,325,242009,15797
354,1387756799999,1387670400000,381,430,381,169,28,110,10132,1018,3178164,602,2441424324,777775,493,602,1587849,51445,8171686296,335,321,110,430,2208,-1,10446307,2988,220,212824,28429
355,1387843199999,1387756800000,448,483,447,551,48,118,19646,1775,3342325,698,2889338923,1927311,597,700,1669192,154810,8172259736,789,606,111,480,6380,2,19347771,11014,213,174325,41180
356,1387929599999,1387843200000,448,473,445,887,38,10,11771,2463,3585454,697,2466940511,1275796,545,697,1464566,94454,8206535064,911,405,9,472,9486,1,21543149,14186,59,45578,44727
357,1388015999999,1387929600000,443,471,446,581,37,116,13195,981,2862884,696,2340494874,1332476,528,696,1610576,80173,8206092696,124,436,116,471,10893,-1,6173819,4462,190,171327,10091
358,1388102399999,1388016000000,419,404,419,179,29,116,16426,3990,3092296,692,2993438891,1747289,609,692,1544803,77803,8206576024,575,526,116,404,9570,2,11962858,2962,218,183912,46073
359,1388188799999,1388102400000,373,258,373,266,31,116,14302,2616,3124348,682,5783158935,7532706,596,682,1560469,84529,8206264728,704,462,116,258,9830,-1,12817470,5016,284,1092374,52149
360,1388275199999,1388188800000,445,482,445,801,38,116,10253,1833,3129388,693,2954641456,2508418,558,693,1562949,85030,8207165848,408,313,116,482,9330,-1,10591614,7697,265,173659,25612
361,1388361599999,1388275200000,404,412,404,67,39,116,9594,1917,3133411,667,2194903342,1261959,531,667,1563787,94084,8208009624,131,292,116,412,5378,-1,7676661,2038,93,50242,21854
362,1388447999999,1388361600000,424,366,424,902,41,-1,9472,2748,1849037,607,1490973602,1841159,563,607,922274,102739,8202078616,576,300,-1,366,5724,2,15065697,9170,294,193934,48437
363,1388534399999,1388448000000,424,365,424,527,42,-1,9883,2199,1940991,608,1722635922,2909145,577,608,965886,113901,8205511064,316,304,-1,365,4881,-1,12855250,7659,208,176211,32304
364,1388620799999,1388534400000,423,366,423,127,31,-1,10412,1238,1818965,604,1140675071,1232413,590,604,913029,81207,8205183384,146,318,-1,366,4579,-1,6170765,3014,212,174829,20298
